# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -710.00000000 ps, Average over 5000 waveforms. Timestamp: 2023-11-21T15:12:00
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-682.81620067	0.00957053
-682.78286734	0.00881595
-682.74953401	0.00781109
-682.71620067	0.00638273
-682.68286734	0.00454573
-682.64953401	0.00241854
-682.61620068	-0.00001767
-682.58286734	-0.00234655
-682.54953401	-0.00442971
-682.51620068	-0.00601453
-682.48286734	-0.00697964
-682.44953401	-0.00740506
-682.41620068	-0.00741253
-682.38286734	-0.00713147
-682.34953401	-0.00679442
-682.31620068	-0.00668627
-682.28286734	-0.00672090
-682.24953401	-0.00688058
-682.21620068	-0.00703611
-682.18286735	-0.00694085
-682.14953401	-0.00636700
-682.11620068	-0.00528011
-682.08286735	-0.00364296
-682.04953401	-0.00152852
-682.01620068	0.00078436
-681.98286735	0.00292839
-681.94953401	0.00488980
-681.91620068	0.00633256
-681.88286735	0.00734287
-681.84953401	0.00804004
-681.81620068	0.00852224
-681.78286735	0.00882486
-681.74953402	0.00916948
-681.71620068	0.00938001
-681.68286735	0.00937118
-681.64953402	0.00899919
-681.61620068	0.00818210
-681.58286735	0.00685799
-681.54953402	0.00518970
-681.51620068	0.00322072
-681.48286735	0.00122823
-681.44953402	-0.00047923
-681.41620069	-0.00178217
-681.38286735	-0.00251052
-681.34953402	-0.00290158
-681.31620069	-0.00294961
-681.28286735	-0.00300737
-681.24953402	-0.00324724
-681.21620069	-0.00376872
-681.18286735	-0.00463537
-681.14953402	-0.00568219
-681.11620069	-0.00670553
-681.08286735	-0.00751026
-681.04953402	-0.00790814
-681.01620069	-0.00779779
-680.98286736	-0.00708535
-680.94953402	-0.00595134
-680.91620069	-0.00447704
-680.88286736	-0.00276875
-680.84953402	-0.00090104
-680.81620069	0.00088929
-680.78286736	0.00263182
-680.74953402	0.00435896
-680.71620069	0.00576457
-680.68286736	0.00697091
-680.64953402	0.00772163
-680.61620069	0.00804949
-680.58286736	0.00786469
-680.54953403	0.00717680
-680.51620069	0.00599087
-680.48286736	0.00451565
-680.44953403	0.00276110
-680.41620069	0.00085576
-680.38286736	-0.00114571
-680.34953403	-0.00308764
-680.31620069	-0.00503910
-680.28286736	-0.00678055
-680.24953403	-0.00833204
-680.21620069	-0.00953215
-680.18286736	-0.01032701
-680.14953403	-0.01044093
-680.11620070	-0.01010452
-680.08286736	-0.00916220
-680.04953403	-0.00760727
-680.01620070	-0.00571952
-679.98286736	-0.00367192
-679.94953403	-0.00153482
-679.91620070	0.00040456
-679.88286736	0.00203800
-679.84953403	0.00336431
-679.81620070	0.00420106
-679.78286736	0.00474010
-679.74953403	0.00480247
-679.71620070	0.00452616
-679.68286737	0.00386544
-679.64953403	0.00272461
-679.61620070	0.00142207
-679.58286737	-0.00010182
-679.54953403	-0.00175198
-679.51620070	-0.00336468
-679.48286737	-0.00479471
-679.44953403	-0.00589794
-679.41620070	-0.00651646
-679.38286737	-0.00670950
-679.34953404	-0.00657079
-679.31620070	-0.00599986
-679.28286737	-0.00533110
-679.24953404	-0.00464483
-679.21620070	-0.00401944
-679.18286737	-0.00345962
-679.14953404	-0.00293834
-679.11620070	-0.00256953
-679.08286737	-0.00214827
-679.04953404	-0.00169781
-679.01620070	-0.00115420
-678.98286737	-0.00049761
-678.94953404	0.00017101
-678.91620071	0.00085128
-678.88286737	0.00151171
-678.84953404	0.00203919
-678.81620071	0.00243922
-678.78286737	0.00262826
-678.74953404	0.00273355
-678.71620071	0.00270790
-678.68286737	0.00273701
-678.64953404	0.00255149
-678.61620071	0.00229312
-678.58286737	0.00189439
-678.54953404	0.00135913
-678.51620071	0.00074685
-678.48286738	-0.00007720
-678.44953404	-0.00091688
-678.41620071	-0.00171641
-678.38286738	-0.00245876
-678.34953404	-0.00299685
-678.31620071	-0.00311124
-678.28286738	-0.00299273
-678.24953404	-0.00255087
-678.21620071	-0.00167932
-678.18286738	-0.00064194
-678.14953404	0.00037788
-678.11620071	0.00139819
-678.08286738	0.00202480
-678.04953405	0.00224760
-678.01620071	0.00197056
-677.98286738	0.00130216
-677.94953405	0.00002506
-677.91620071	-0.00144417
-677.88286738	-0.00318655
-677.84953405	-0.00507399
-677.81620071	-0.00692670
-677.78286738	-0.00868442
-677.74953405	-0.01022972
-677.71620071	-0.01141266
-677.68286738	-0.01226379
-677.64953405	-0.01290700
-677.61620072	-0.01303401
-677.58286738	-0.01281135
-677.54953405	-0.01221493
-677.51620072	-0.01137616
-677.48286738	-0.01013684
