# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -720.00000000 ps, Average over 2000 waveforms. Timestamp: 2023-11-08T14:59:12
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-701.64933942	-0.00278415
-701.61600621	-0.00272114
-701.58267300	-0.00269290
-701.54933980	-0.00247695
-701.51600659	-0.00245073
-701.48267338	-0.00235094
-701.44934017	-0.00230922
-701.41600697	-0.00214029
-701.38267376	-0.00193594
-701.34934055	-0.00172210
-701.31600735	-0.00164267
-701.28267414	-0.00153418
-701.24934093	-0.00128080
-701.21600772	-0.00113302
-701.18267452	-0.00091770
-701.14934131	-0.00087397
-701.11600810	-0.00080429
-701.08267489	-0.00079897
-701.04934169	-0.00078653
-701.01600848	-0.00077024
-700.98267527	-0.00083115
-700.94934207	-0.00099701
-700.91600886	-0.00112887
-700.88267565	-0.00119236
-700.84934244	-0.00143813
-700.81600924	-0.00152113
-700.78267603	-0.00165769
-700.74934282	-0.00171533
-700.71600961	-0.00190637
-700.68267641	-0.00189008
-700.64934320	-0.00185920
-700.61600999	-0.00177598
-700.58267678	-0.00152647
-700.54934358	-0.00133744
-700.51601037	-0.00106607
-700.48267716	-0.00100010
-700.44934396	-0.00110814
-700.41601075	-0.00128751
-700.38267754	-0.00189715
-700.34934433	-0.00282650
-700.31601113	-0.00423084
-700.28267792	-0.00624593
-700.24934471	-0.00873283
-700.21601150	-0.01166283
-700.18267830	-0.01501101
-700.14934509	-0.01873233
-700.11601188	-0.02213661
-700.08267868	-0.02535351
-700.04934547	-0.02791854
-700.01601226	-0.02922662
-699.98267905	-0.02928435
-699.94934585	-0.02771785
-699.91601264	-0.02443562
-699.88267943	-0.01952516
-699.84934622	-0.01338809
-699.81601302	-0.00657279
-699.78267981	0.00033423
-699.74934660	0.00688544
-699.71601339	0.01219906
-699.68268019	0.01631338
-699.64934698	0.01861154
-699.61601377	0.01944570
-699.58268057	0.01906376
-699.54934736	0.01742855
-699.51601415	0.01511077
-699.48268094	0.01241063
-699.44934774	0.00923472
-699.41601453	0.00617506
-699.38268132	0.00313375
-699.34934811	0.00048203
-699.31601491	-0.00159847
-699.28268170	-0.00315959
-699.24934849	-0.00397327
-699.21601529	-0.00428770
-699.18268208	-0.00404250
-699.14934887	-0.00348988
-699.11601566	-0.00251675
-699.08268246	-0.00148208
-699.04934925	-0.00016776
-699.01601604	0.00137018
-698.98268283	0.00310476
-698.94934963	0.00457755
-698.91601642	0.00621011
-698.88268321	0.00756584
-698.84935000	0.00879149
-698.81601680	0.00989909
-698.78268359	0.01097449
-698.74935038	0.01216707
-698.71601718	0.01335043
-698.68268397	0.01460856
-698.64935076	0.01617866
-698.61601755	0.01799908
-698.58268435	0.01998327
-698.54935114	0.02235713
-698.51601793	0.02499424
-698.48268472	0.02800710
-698.44935152	0.03127121
-698.41601831	0.03473325
-698.38268510	0.03868427
-698.34935189	0.04294315
-698.31601869	0.04743337
-698.28268548	0.05219397
-698.24935227	0.05726292
-698.21601907	0.06256812
-698.18268586	0.06820972
-698.14935265	0.07408892
-698.11601944	0.08038129
-698.08268624	0.08702770
-698.04935303	0.09410822
-698.01601982	0.10156722
-697.98268661	0.10972350
-697.94935341	0.11830279
-697.91602020	0.12736755
-697.88268699	0.13724904
-697.84935379	0.14767753
-697.81602058	0.15891366
-697.78268737	0.17090499
-697.74935416	0.18382141
-697.71602096	0.19762286
-697.68268775	0.21245286
-697.64935454	0.22836781
-697.61602133	0.24519928
-697.58268813	0.26325025
-697.54935492	0.28253157
-697.51602171	0.30304152
-697.48268850	0.32459248
-697.44935530	0.34734638
-697.41602209	0.37088849
-697.38268888	0.39481667
-697.34935568	0.41882419
-697.31602247	0.44195711
-697.28268926	0.46318723
-697.24935605	0.48090529
-697.21602285	0.49273179
-697.18268964	0.49599347
-697.14935643	0.48690224
-697.11602322	0.46063557
-697.08269002	0.41126118
-697.04935681	0.33233217
-697.01602360	0.21566767
-696.98269040	0.05297211
-696.94935719	-0.16354692
-696.91602398	-0.44140709
-696.88269077	-0.78576118
-696.84935757	-1.19833823
-696.81602436	-1.67535099
-696.78269115	-2.20676094
-696.74935794	-2.77377314
-696.71602474	-3.34752826
-696.68269153	-3.88790860
-696.64935832	-4.34445682
-696.61602511	-4.66069117
-696.58269191	-4.78358895
-696.54935870	-4.67324076
-696.51602549	-4.31371390
-696.48269229	-3.71880157
-696.44935908	-2.93248660
-696.41602587	-2.02196825
-696.38269266	-1.06484391
-696.34935946	-0.13559348
-696.31602625	0.70566819
-696.28269304	1.41878988
-696.24935983	1.98341504
-696.21602663	2.39447479
-696.18269342	2.65731907
-696.14936021	2.78423808
-696.11602701	2.78952484
-696.08269380	2.68815012
-696.04936059	2.49696073
-696.01602738	2.23635107
-695.98269418	1.93109756
-695.94936097	1.60865811
-695.91602776	1.29523169
-695.88269455	1.01029031
-695.84936135	0.76441259
-695.81602814	0.55892537
-695.78269493	0.39005924
-695.74936172	0.25358292
-695.71602852	0.14830391
-695.68269531	0.07560582
-695.64936210	0.03676317
-695.61602890	0.02892453
-695.58269569	0.04360055
-695.54936248	0.06834923
-695.51602927	0.09157248
-695.48269607	0.10489308
-695.44936286	0.10540219
-695.41602965	0.09399253
-695.38269644	0.07372095
