# Menlo Systems GmbH ScanControl
# Program Version 1.7.0+git.a90605a3
# Start: -695.40000000 ps, Average over 5000 waveforms. Timestamp: 2023-10-25T15:05:04
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-684.81675218	0.07294089
-684.78341868	0.06727365
-684.75008518	0.05709184
-684.71675168	0.04426827
-684.68341818	0.03004410
-684.65008468	0.01553228
-684.61675118	0.00202578
-684.58341768	-0.00946414
-684.55008418	-0.01841978
-684.51675068	-0.02422857
-684.48341718	-0.02686776
-684.45008368	-0.02632924
-684.41675018	-0.02327465
-684.38341668	-0.01898857
-684.35008318	-0.01482653
-684.31674968	-0.01166323
-684.28341618	-0.00906948
-684.25008268	-0.00642534
-684.21674918	-0.00355213
-684.18341568	-0.00125352
-684.15008218	-0.00039608
-684.11674868	-0.00094988
-684.08341518	-0.00174588
-684.05008168	-0.00146116
-684.01674818	0.00031693
-683.98341468	0.00269017
-683.95008118	0.00389000
-683.91674768	0.00304185
-683.88341418	0.00055249
-683.85008068	-0.00227069
-683.81674718	-0.00441531
-683.78341368	-0.00558643
-683.75008018	-0.00604487
-683.71674668	-0.00641755
-683.68341318	-0.00717587
-683.65007968	-0.00853584
-683.61674618	-0.01059470
-683.58341268	-0.01326986
-683.55007918	-0.01620008
-683.51674568	-0.01905850
-683.48341218	-0.02229445
-683.45007868	-0.02632830
-683.41674518	-0.03137112
-683.38341168	-0.03673298
-683.35007818	-0.04059178
-683.31674468	-0.04115880
-683.28341118	-0.03740438
-683.25007768	-0.02967659
-683.21674418	-0.01923268
-683.18341068	-0.00721942
-683.15007718	0.00594331
-683.11674368	0.02023065
-683.08341018	0.03583504
-683.05007668	0.05214891
-683.01674318	0.06769726
-682.98340968	0.08099763
-682.95007618	0.09061753
-682.91674268	0.09583406
-682.88340919	0.09613850
-682.85007569	0.09181276
-682.81674219	0.08306592
-682.78340869	0.07093898
-682.75007519	0.05627565
-682.71674169	0.03997291
-682.68340819	0.02280621
-682.65007469	0.00571168
-682.61674119	-0.01044342
-682.58340769	-0.02478501
-682.55007419	-0.03661714
-682.51674069	-0.04589681
-682.48340719	-0.05288295
-682.45007369	-0.05818865
-682.41674019	-0.06254084
-682.38340669	-0.06647680
-682.35007319	-0.07059829
-682.31673969	-0.07512174
-682.28340619	-0.07979029
-682.25007269	-0.08422498
-682.21673919	-0.08780949
-682.18340569	-0.09026066
-682.15007219	-0.09130610
-682.11673869	-0.09065400
-682.08340519	-0.08836616
-682.05007169	-0.08427945
-682.01673819	-0.07834575
-681.98340469	-0.07080639
-681.95007119	-0.06250541
-681.91673769	-0.05404667
-681.88340419	-0.04594496
-681.85007069	-0.03867383
-681.81673719	-0.03218243
-681.78340369	-0.02627033
-681.75007019	-0.02078099
-681.71673669	-0.01578328
-681.68340319	-0.01114788
-681.65006969	-0.00696405
-681.61673619	-0.00342222
-681.58340269	-0.00039507
-681.55006919	0.00191159
-681.51673569	0.00365793
-681.48340219	0.00446617
-681.45006869	0.00420550
-681.41673519	0.00284507
-681.38340169	0.00100087
-681.35006819	-0.00069722
-681.31673469	-0.00153198
-681.28340119	-0.00098182
-681.25006769	0.00043563
-681.21673419	0.00177119
-681.18340069	0.00194617
-681.15006719	0.00058069
-681.11673369	-0.00228389
-681.08340019	-0.00602727
-681.05006669	-0.00978614
-681.01673319	-0.01319343
-680.98339969	-0.01617209
-680.95006619	-0.01875872
-680.91673269	-0.02095135
-680.88339919	-0.02239521
-680.85006569	-0.02283351
-680.81673219	-0.02198250
-680.78339870	-0.01954342
-680.75006520	-0.01582142
-680.71673170	-0.01119351
-680.68339820	-0.00605794
-680.65006470	-0.00073181
-680.61673120	0.00459020
-680.58339770	0.00960776
-680.55006420	0.01411409
-680.51673070	0.01774002
-680.48339720	0.02007142
-680.45006370	0.02075332
-680.41673020	0.01965451
-680.38339670	0.01733824
-680.35006320	0.01444839
-680.31672970	0.01222687
-680.28339620	0.01128315
-680.25006270	0.01196985
-680.21672920	0.01396165
-680.18339570	0.01608015
-680.15006220	0.01749747
-680.11672870	0.01773501
-680.08339520	0.01662109
-680.05006170	0.01464076
-680.01672820	0.01256715
-679.98339470	0.01084733
-679.95006120	0.00968950
-679.91672770	0.00889877
-679.88339420	0.00819390
-679.85006070	0.00758362
-679.81672720	0.00736433
-679.78339370	0.00782475
-679.75006020	0.00946334
-679.71672670	0.01206300
-679.68339320	0.01509039
-679.65005970	0.01791227
-679.61672620	0.01993573
-679.58339270	0.02130713
-679.55005920	0.02224768
-679.51672570	0.02332884
-679.48339220	0.02486058
-679.45005870	0.02694994
-679.41672520	0.02931523
-679.38339170	0.03148523
-679.35005820	0.03299868
-679.31672470	0.03337701
-679.28339120	0.03247320
-679.25005770	0.03051428
-679.21672420	0.02793536
-679.18339070	0.02541124
-679.15005720	0.02362113
-679.11672370	0.02315489
-679.08339020	0.02439974
-679.05005670	0.02737710
-679.01672320	0.03193741
-678.98338970	0.03758597
-678.95005620	0.04370048
-678.91672270	0.04996458
-678.88338920	0.05576103
-678.85005570	0.06077881
-678.81672220	0.06427256
-678.78338870	0.06610269
-678.75005520	0.06586357
-678.71672170	0.06363943
-678.68338821	0.05931080
-678.65005471	0.05310980
-678.61672121	0.04434607
-678.58338771	0.03243308
-678.55005421	0.01659839
-678.51672071	-0.00323119
-678.48338721	-0.02695529
-678.45005371	-0.05380072
-678.41672021	-0.08261742
-678.38338671	-0.11227208
-678.35005321	-0.14222451
-678.31671971	-0.17203571
-678.28338621	-0.20107266
-678.25005271	-0.22842525
-678.21671921	-0.25200963
-678.18338571	-0.26897044
-678.15005221	-0.27597136
-678.11671871	-0.26950016
-678.08338521	-0.24736222
-678.05005171	-0.20899573
-678.01671821	-0.15630958
-677.98338471	-0.09278154
-677.95005121	-0.02360968
-677.91671771	0.04615395
-677.88338421	0.11097888
-677.85005071	0.16607042
-677.81671721	0.20762806
-677.78338371	0.23347730
-677.75005021	0.24335759
-677.71671671	0.23863611
-677.68338321	0.22175860
-677.65004971	0.19539768
-677.61671621	0.16190560
-677.58338271	0.12375768
-677.55004921	0.08354234
-677.51671571	0.04422948
-677.48338221	0.00890334
-677.45004871	-0.01954833
-677.41671521	-0.03925178
-677.38338171	-0.04989651
-677.35004821	-0.05243936
-677.31671471	-0.04888604
-677.28338121	-0.04135463
-677.25004771	-0.03202773
-677.21671421	-0.02207713
-677.18338071	-0.01237783
-677.15004721	-0.00334890
-677.11671371	0.00437552
-677.08338021	0.01020654
-677.05004671	0.01357427
-677.01671321	0.01440366
-676.98337971	0.01305109
-676.95004621	0.01036660
-676.91671271	0.00711486
-676.88337921	0.00400149
-676.85004571	0.00114773
-676.81671221	-0.00140302
-676.78337871	-0.00337021
-676.75004521	-0.00459057
-676.71671171	-0.00488049
-676.68337821	-0.00436726
-676.65004471	-0.00332773
-676.61671121	-0.00210840
-676.58337772	-0.00094724
-676.55004422	0.00035803
-676.51671072	0.00198279
-676.48337722	0.00432971
-676.45004372	0.00705186
-676.41671022	0.00980353
-676.38337672	0.01190084
-676.35004322	0.01274370
-676.31670972	0.01198132
-676.28337622	0.01015423
-676.25004272	0.00788502
-676.21670922	0.00602990
-676.18337572	0.00548710
-676.15004222	0.00667402
-676.11670872	0.00938703
-676.08337522	0.01338978
-676.05004172	0.01812506
-676.01670822	0.02316424
-675.98337472	0.02821736
-675.95004122	0.03283447
-675.91670772	0.03635339
-675.88337422	0.03828641
-675.85004072	0.03850922
-675.81670722	0.03728711
-675.78337372	0.03522717
-675.75004022	0.03306360
-675.71670672	0.03153136
-675.68337322	0.03058471
-675.65003972	0.02998432
-675.61670622	0.02928552
-675.58337272	0.02815400
-675.55003922	0.02614355
-675.51670572	0.02318566
-675.48337222	0.01932482
-675.45003872	0.01486417
-675.41670522	0.01010182
-675.38337172	0.00558356
-675.35003822	0.00168179
-675.31670472	-0.00152548
-675.28337122	-0.00395339
-675.25003772	-0.00587124
-675.21670422	-0.00738972
-675.18337072	-0.00828464
-675.15003722	-0.00831875
-675.11670372	-0.00723950
-675.08337022	-0.00498096
-675.05003672	-0.00184865
-675.01670322	0.00171580
-674.98336972	0.00523829
-674.95003622	0.00868345
-674.91670272	0.01207405
-674.88336922	0.01534925
-674.85003572	0.01869324
-674.81670222	0.02185373
-674.78336872	0.02488519
-674.75003522	0.02754278
-674.71670172	0.02975799
-674.68336822	0.03122863
-674.65003472	0.03186567
-674.61670122	0.03148350
-674.58336772	0.03008167
-674.55003422	0.02785447
-674.51670072	0.02509741
-674.48336723	0.02212366
-674.45003373	0.01906053
-674.41670023	0.01580509
-674.38336673	0.01212313
-674.35003323	0.00794005
-674.31669973	0.00351030
-674.28336623	-0.00075186
-674.25003273	-0.00419257
-674.21669923	-0.00646057
-674.18336573	-0.00708411
-674.15003223	-0.00637812
-674.11669873	-0.00455092
-674.08336523	-0.00210638
-674.05003173	0.00061747
-674.01669823	0.00348174
-673.98336473	0.00646404
-673.95003123	0.00955748
-673.91669773	0.01237220
-673.88336423	0.01444357
-673.85003073	0.01540084
-673.81669723	0.01517960
-673.78336373	0.01415514
-673.75003023	0.01270488
-673.71669673	0.01115404
-673.68336323	0.00959355
-673.65002973	0.00782490
-673.61669623	0.00578823
-673.58336273	0.00324537
-673.55002923	0.00027559
-673.51669573	-0.00288948
-673.48336223	-0.00563184
-673.45002873	-0.00766011
-673.41669523	-0.00846306
-673.38336173	-0.00798979
-673.35002823	-0.00637817
-673.31669473	-0.00411846
-673.28336123	-0.00174195
-673.25002773	0.00013740
-673.21669423	0.00147966
-673.18336073	0.00247905
-673.15002723	0.00339113
-673.11669373	0.00428745
-673.08336023	0.00531520
-673.05002673	0.00649409
-673.01669323	0.00779616
-672.98335973	0.00932809
-672.95002623	0.01127158
-672.91669273	0.01367799
-672.88335923	0.01649946
-672.85002573	0.01924582
-672.81669223	0.02135244
-672.78335873	0.02252898
-672.75002523	0.02235925
-672.71669173	0.02094825
-672.68335823	0.01873672
-672.65002473	0.01614542
-672.61669123	0.01366894
-672.58335773	0.01128230
-672.55002423	0.00891985
-672.51669073	0.00639883
-672.48335723	0.00374319
-672.45002373	0.00134122
-672.41669023	-0.00041853
-672.38335674	-0.00125488
-672.35002324	-0.00076450
-672.31668974	0.00073679
-672.28335624	0.00313489
-672.25002274	0.00597080
-672.21668924	0.00901313
-672.18335574	0.01192950
-672.15002224	0.01457344
-672.11668874	0.01662831
-672.08335524	0.01766647
-672.05002174	0.01739754
-672.01668824	0.01551355
-671.98335474	0.01189504
-671.95002124	0.00692250
-671.91668774	0.00114763
-671.88335424	-0.00461818
-671.85002074	-0.00949834
-671.81668724	-0.01308290
-671.78335374	-0.01543170
-671.75002024	-0.01709133
-671.71668674	-0.01840705
-671.68335324	-0.01943831
